a046add1-07f8-44af-9e9d-9280eb42bb11	32.819504	-96.6338
a06a8669-76a0-4e51-9e5e-74a987c7147b	32.804371	-97.018204
A0741E69-F5AB-4E7F-93C3-2DD80FB36F9B	32.719204	-96.859848
A0BB2A42-51D1-4679-BB3B-46B9C793B714	32.879593	-96.7043
A0E1C77C-EFF6-4AE8-94F2-12898C7F7F40	32.8795	-96.9398
a0f15ca0-1ee2-4b80-88ec-d0d3095891ec	28.414415	-81.390831
a0feb746-ac98-412c-a197-0e7a11a3b82d	32.95404	-96.875984
A1054DAE-34E4-44DB-9F09-667F57E133D0	32.855396	-96.760094
a114aa78-a938-48ec-bd06-36398694fbba	32.814671	-96.872437
a146405f4aa82c842a028d29ae49d9f0b3bc6b58	32.934021	-96.803955
a148f0e8-d49f-4a5f-9c97-757ee01341c9	32.651302	-96.902267
A15A28D0-977C-47C4-9238-43677C41EDD5	32.948856	-96.81872
A164CE58-6862-4184-B178-748F83D8F838	33.022827	-96.758087
a17be49c-8878-4632-a5c3-8eba266e4314	33.0347	-96.8134
A17DB680-E7AE-4311-98EF-9D97219FC156	32.755005	-96.75867
a187c0c0-4574-45dd-9705-481913e59e00	32.662952	-96.90065
a1884b7c98ca97a60d4807211dca5bbd198ff9fc	32.984718	-96.751541
a188688b-6948-409f-a391-f1b0c36214cf	32.783096	-96.8067
A18D3748-03D1-4854-90B5-3FAFED04A0F7	28.9002	-81.2466
A1AF091B-6308-4C28-9F80-7A90640857C9	32.7875	-96.7998
A1B06243-AFD5-4F1A-966D-A57B2EBFDA51	32.951378	-96.820046
a1c121e3-c1ac-4a39-8c5f-50bc3c98b2e1	32.001915	-102.08138
a1db19c1-cb9a-474c-b42a-2bb3ec062a94	32.802025	-96.816483
a251d8f1-f283-4b06-a65d-0aeb808d8ff1	33.027027	-96.858177
a26c4958-d474-4003-9998-04ae85189c7c	32.720722	-97.059509
A2797ECD-FFC6-4C4D-88CE-CA1EEEE0BEFD	32.375774	-95.424797
a279c1b2-9143-4c4d-a61e-ad91e34789f5	32.822353	-96.858574
a27a3308-d09e-4b12-9687-107cb8955da4	32.88393	-96.760261
a2924b15-321e-4110-ac9e-e5b980f59f6e	32.951229	-96.820953
a2a2951b-ef53-4986-8a2c-71032f09247c	32.589993	-96.823311
A2AA7BDC-44C4-4BDE-8E60-51A57A26DFB6	32.695126	-96.896881
a2b08f18-f648-49d2-a9e2-dc3d67251354	32.783096	-96.8067
a2bb3116-733a-49b2-86ae-d9ba27b02e75	32.936935	-97.059952
a2bf1dfb-8266-46f9-bd72-84c58267f3ee	32.817066	-96.793243
A2D499F3-51B9-45F5-A19B-D12F3CBB8423	32.930763	-96.836929
A2D9D5C6-10DB-486A-8CDE-CF29760E207F	32.791927	-96.779083
a303096a-9963-4d90-9f38-3ea73fba7e0a	32.798241	-96.760056
A30D2E77-F7E4-4C00-8E19-02BF4FBE0EA3	32.983624	-96.866539
a3197919-6ddf-4bfa-be45-809fdbec4db7	33.096798	-96.794678
a33de7d1-f09c-4c8c-aec7-16a74fa5b933	32.810558	-96.810425
a3431942-b1e4-4a98-98f7-097aec55385e	32.81739	-96.801842
a3476a0a-1507-4eb3-bd55-08db207c945f	32.81863	-96.817551
a34966c3-391c-43c9-9f31-fed6e607d17a	32.783749	-96.868431
a385baff4aeeb28d	32.658295	-96.8397
A38C094F-3C93-463D-9880-B5ED80D9CA1B	33.016468	-96.89247
a39118ed-bdf4-4382-b7ae-ed952cea1744	32.961807	-96.8292
a3a0023f-f8c1-47b1-9508-0259e95e8910	32.687824	-96.57617
A3AAA240-DE44-47C7-A51A-45755C81D13F	32.984982	-96.747719
a3c669fa-dd28-4303-8b55-1c346966b23f	32.935268	-96.872452
A3D1349A-7C0F-4EDD-A88D-3B9BCFD926E8	32.711975	-96.608269
a3f9b27b-c5e1-4161-b64b-efdcc99f0702	32.825813	-96.719589
a40539eafe9cf81e	32.9299	-96.8353
a43805d6-4621-4ff8-b544-61e2d9e562ab	33.027027	-96.879662
A44855DE-08A8-4281-AC49-184A5F1DFBF7	32.867691	-96.762108
a4607a30-66ef-4dea-95c5-344698738256	32.972973	-96.820328
a4758ffb-3bfc-43a3-8647-92bc5dbdce2e	33.016884	-96.893257
a48ebe84-70c5-4e1a-80a3-89c61279582c	32.783096	-96.8067
a48fcf01-e2a6-45f7-a220-d119d938e6aa	32.783096	-96.8067
A49B7601-4B53-4BE9-AC41-967A6CA23066	33.034698	-96.8134
A49F2B48-203F-40D6-9CB0-E84F22D32497	32.968864	-96.83033
